숙박시설명,시설명(영문),주소,주소(영문),숙박위치(동서방향),숙박위치(남북방향),숙박업소 홈페이지 주소,숙박업소 근처 시티투어 버스 유무,숙박업소 등급,숙박업소 건물 수,숙박업소 객실 수,숙박업소 스탠딩 수,숙박업소 좌석 수,숙박업소 대표메뉴,숙박업소 특징,숙박업소 연중무휴 여부,숙박업소 오픈 시간,숙박업소 종료 시간,성수기시작일,성수기종료일,숙박시설의 휴무 이유,조식 유무,쿠폰 유무,쿠폰 할인율,쿠폰 시작 날짜,쿠폰 마감 날짜,쿠폰 참고사항,주민 사용가능한 쿠폰 유무,주차장 유무,주차장 요금 유무,주차장 세부사항,주차 자동차 합계,주차 버스 합계,숙박 주변 주차장 정보,장애인 시설 유무,산책 유무,신용카드 유무,팁 유무,핸드폰 충전 유무,짐 보관 이유,아동 보육 유무,반려동물 보호 유무,외국인 가이드 유무,근처 관광 정보,근처 쇼핑 정보,근처 외식 정보,근처 숙박 정보,근처 교통 정보
돋을볕 펜션,,전라남도 여수시 남면 장지해안길 25,"25, Jangjihaean-gil Nam-myeon, Yeosu-si, Jeollanam-do",,,,n,,1,5,0,0,,"돋을볕 펜션, 민박, 숙박, 금오도, 심장리, 장지",n,13:00,12:00,07월 20일,08월 20일,,n,n,,,,,,y,n,,10,4,,,n,y,y,y,n,n,n,n,y,y,n,y,n
금오도 별밤지기 펜션,,전라남도 여수시 남면 내외진안길 19,"19, Naeoejinan-gil Nam-myeon, Yeosu-si, Jeollanam-do",,,http://blog.naver.com/mhpink52,y,,2,5,0,0,,"금오도 별밤지기 펜션, 남면, 민박, 우학리",n,14:00,12:00,07월 20일,08월 20일,,n,n,,,,,,y,n,,10,1,,,n,n,y,y,n,n,n,y,y,y,n,y,n
식스티,,전라남도 여수시 시청동3길 30-2,"30-2, Sicheongdong 3-gil, Yeosu-si, Jeollanam-do",369481.7976,240024.7073,,n,,6,100,0,0,,"식스티모텔, 모텔, 여수모텔, 학동숙박",n,11:00,14:00,08월 01일,08월 31일,,n,n,,,,,,y,n,,15,10,,,n,y,n,y,n,n,y,n,y,y,y,y,n
하화도 꽃섬길 펜션,,전라남도 여수시 화정면 아랫꽃섬1길 6-1,"6-1, Araetkkotseom 1-gil Hwajeong-myeon, Yeosu-si, Jeollanam-do",365352.8764,221910.7069,http://blog.daum.net/eunsuk5892/1,n,,1,3,0,0,,"하화도, 하화도 펜션, 펜션, 민박,하화도 꽃섬, 꽃섬, 하화도 꽃섬길 펜션, 식당",n,15:00,10:00,07월 10일,08월 30일,,n,n,,,,,,y,n,,4,1,,,n,y,n,y,n,n,n,n,y,y,y,y,n
해밀턴모텔,,전라남도 여수시 삼산면 하늘담길 14-1,"14-1, Haneuldam-gil Samsan-myeon, Yeosu-si, Jeollanam-do",336467.8013,159262.674,,n,,1,20,0,0,,"거문도, 숙박, 해밀턴모텔",n,11:00,10:00,01월 01일,12월 31일,,n,n,,,,,,y,n,,5,1,,,n,y,y,y,n,n,n,n,y,y,y,y,n
시랜드모텔,,전라남도 여수시 삼산면 거문길 92,"92, Geomun-gil Samsan-myeon, Yeosu-si, Jeollanam-do",336436.404,159155.9802,,n,,1,15,0,0,,"거문도, 숙박, 시랜드모텔",n,11:00,12:00,07월 15일,08월 15일,,n,n,,,,,,y,n,,5,1,,,n,y,y,y,n,n,n,n,y,y,y,y,n
바다정원펜션,,전라남도 여수시 남면 금오로 166,"166, Geumo-ro Nam-myeon, Yeosu-si, Jeollanam-do",378814.879,213888.6968,blog.naver.com/swyang16343,y,,2,4,0,0,,"남면, 금오도, 숙박, 바다정원펜션",n,14:00,11:00,07월 20일,08월 20일,,n,n,,,,,,y,n,,7,1,,,n,n,y,y,n,n,n,y,y,y,y,y,n
동백여관,,전라남도 여수시 삼산면 거문길 26-8,"26-8, Geomun-gil Samsan-myeon, Yeosu-si, Jeollanam-do",336615.0062,158941.3806,,y,,1,8,0,0,,"거문도, 숙박, 동백여관",n,14:00,11:00,07월 15일,08월 15일,,n,n,,,,,,y,n,,5,1,,,n,y,y,y,n,n,n,n,y,y,y,y,n
하늬바람펜션,,전라남도 여수시 화정면 화백해안길 17,"17, Hwabaekhaean-gil Hwajeong-myeon, Yeosu-si, Jeollanam-do",366226.7376,224745.0817,,n,,1,4,0,0,,"백야도, 하늬바람펜션, 민박, 백야대교",n,14:00,11:00,07월 15일,08월 31일,,n,n,,,,,,y,n,,10,2,,,n,n,y,y,n,n,n,n,y,y,y,y,n
하화도 게스트하우스,,전라남도 여수시 화정면 아랫꽃섬1길 1,"1, Araetkkotseom 1-gil Hwajeong-myeon, Yeosu-si, Jeollanam-do",,,,n,,1,1,0,0,,"하화도 게스트하우스, 민박, 숙박",n,14:00,11:00,04월 01일,05월 31일,,n,n,,,,,,y,n,,3,1,,,n,n,y,y,n,n,n,n,y,y,n,n,n
하화도민박,,전라남도 여수시 화정면 아랫꽃섬1길 7,"7, Araetkkotseom 1-gil Hwajeong-myeon, Yeosu-si, Jeollanam-do",365347.9896,221913.7757,,n,,1,2,0,0,,"하화도, 하화도민박, 숙박, 꽃섬길",n,14:00,11:00,04월 01일,05월 31일,,n,n,,,,,,y,n,,2,1,,,n,n,y,y,n,n,n,n,y,y,n,n,n
꽃섬민박,,전라남도 여수시 화정면 아랫꽃섬1길 15,"15, Araetkkotseom 1-gil Hwajeong-myeon, Yeosu-si, Jeollanam-do",,,,n,,1,2,0,0,,"하화도, 꽃섬식당, 민박, 숙박",n,14:00,11:00,04월 01일,05월 31일,,n,n,,,,,,y,n,,5,1,,,n,y,y,y,n,n,n,n,y,y,n,n,n
해수펜션,,전라남도 여수시 남면 장지해안길 69,"69, Jangjihaean-gil Nam-myeon, Yeosu-si, Jeollanam-do",381113.7081,210399.5564,,y,,3,10,0,0,,"해수펜션, 민박, 숙박, 금오도, 심장리",n,11:00,10:00,07월 15일,08월 15일,,n,n,,,,,,y,n,,10,4,,,n,n,y,y,n,n,n,n,y,y,y,y,n
가보자모텔,,전라남도 여수시 봉산남8길 17-10,"17-10, Bongsannam 8-gil, Yeosu-si, Jeollanam-do",,,cafe.naver.com/alpsmotel,n,,1,27,0,0,,"알프스모텔, 숙박",n,14:00,12:00,07월 10일,08월 30일,,n,n,,,,,,y,n,,7,5,,,n,y,y,y,n,n,n,y,y,y,y,y,n
나비잠모텔,,전라남도 여수시 대교로 38,"38, Daegyo-ro, Yeosu-si, Jeollanam-do",,,www.nabizamzz.com,n,,1,17,0,0,,"나비잠 게스트하우스,숙박",n,15:00,11:00,07월 01일,08월 31일,,y,n,10%,2017-06-01,2018-05-31,소셜 및 이벤트 중복할인 불가,,y,n,,6,4,,,n,y,y,y,n,n,n,y,y,y,y,y,n
조아모텔,,전라남도 여수시 시청동2길 13,"13, Sicheongdong 2-gil, Yeosu-si, Jeollanam-do",369489.7948,240161.2103,,n,,1,29,0,0,,"조아모텔, 숙박, 도심",n,14:00,11:00,07월 10일,08월 30일,,n,n,,,,,,y,n,,14,1,,,n,y,y,y,n,n,n,n,y,y,y,y,n
거문도섬호텔,,전라남도 여수시 삼산면 거문도등대길 54,"54, Geomundodeungdae-gil Samsan-myeon, Yeosu-si, Jeollanam-do",,,www.geomundohotel.co.kr,n,,1,30,0,0,,"거문도,관광호텔,숙박,거문도섬호텔",n,13:00,11:00,07월 15일,08월 15일,,n,n,20%,2016-05-31,2017-05-31,,,y,n,,5,1,,,n,y,y,y,n,n,n,n,y,y,y,y,n
별장민박,,전라남도 여수시 돌산읍 향일암로 719,"719, Hyangiram-ro Dolsan-eup, Yeosu-si, Jeollanam-do",381125.6373,225110.9837,,n,,0,0,0,0,,"미래산장민박,별장민박",n,12:00,11:00,,,,n,n,,,,,,n,n,,10,0,,,n,n,y,y,n,n,n,n,y,y,y,y,y
여수담쟁이펜션,,전라남도 여수시 이순신광장로 265-1,"265-1, Isunsingwangjang-ro, Yeosu-si, Jeollanam-do",,,www.담쟁이펜션.kr,n,,1,2,0,0,,"여수담쟁이펜션,숙박,여수세계박람회장,빅오,오동도,아쿠아플라넷여수",n,14:00,11:00,07월 10일,08월 30일,,n,n,,,,,,y,n,,2,0,,,n,n,n,y,n,n,n,n,y,y,y,y,n
반석펜션,,전라남도 여수시 남면 우두로 70,"70, Udu-ro Nam-myeon, Yeosu-si, Jeollanam-do",,,,y,,1,3,0,0,,"반석펜션,금오도,우학리,숙박,비렁길",n,14:00,11:00,07월 15일,08월 30일,,n,n,,,,,,y,n,,10,2,,,n,n,y,n,n,n,n,n,y,y,y,y,n
여수비치펜션,,전라남도 여수시 하멜로 64,"64, Hamel-ro, Yeosu-si, Jeollanam-do",,,www.yeosubeach.com,n,,1,36,0,0,,"여수비치펜션, 펜션, 여수 앞바다 조망 펜션, 숙박, 이순신광장",n,15:00,11:00,07월 01일,08월 30일,,n,n,20%,2017-06-01,2018-05-31,주말(토요일) 성수기(하계)7/10~8/20 공휴일전날 제외,,y,n,,100,10,,,n,y,y,y,n,n,n,y,y,y,y,y,n
여수엘레나(일반호텔),,전라남도 여수시 문수로 106,"106, Munsu-ro, Yeosu-si, Jeollanam-do",,,www.elenahotel.kr,n,,0,37,0,0,,"관광호텔, 숙박, 엘레나 호텔",n,15:00,12:00,07월 10일,08월 10일,,n,n,15%,2017-06-01,2018-05-31,"주말,공휴일,성수기( 7/15~ 8/20 ) 제외",,y,y,,100,0,,,n,y,n,y,n,n,n,y,y,y,y,y,n
엑스포해수피아,,전라남도 여수시 어항단지로 27,"27, Eohangdanji-ro, Yeosu-si, Jeollanam-do",,,www.ysexpo.kr,n,,0,0,0,0,,"엑스포해수피아, 찜질방",n,,,06월 01일,08월 01일,,y,n,,,,,,y,n,,50,10,,,n,y,y,y,n,n,n,y,y,y,y,y,n
챠밍홈사랑채,,전라남도 여수시 돌산읍 봉수길 112-1,"112-1, Bongsu-gil Dolsan-eup, Yeosu-si, Jeollanam-do",378366.0091,228156.8183,cafe.daum.net/charmingfashion,n,,1,2,0,0,,"챠밍홈사랑채, 챠밍홈, 사랑채, 남도민박, 여수민박, 민박",n,14:00,11:00,07월 15일,08월 30일,,n,n,,,,,,y,n,,4,0,,,n,n,n,y,n,n,n,y,y,y,y,y,n
진막 해녀촌 체험관 및 펜션,,전라남도 여수시 삼산면 초도리,,,,,n,,0,6,0,0,,,n,9:00,12:00,06월 15일,08월 31일,,y,n,,,,,,y,n,,0,0,,,n,n,n,y,n,n,n,n,y,y,y,y,n
MJ모텔,,전라남도 여수시 여문문화길 76-1,"76-1, Yeomunmunhwa-gil, Yeosu-si, Jeollanam-do",,,www.mjmotel.co.kr,n,,1,40,0,0,,모텔 MJ 여수 숙박,n,14:00,12:00,06월 15일,08월 20일,,n,n,10%,2017-06-01,2018-05-31,"주말,공휴일,성수기(하계)제외 / 2인이하적용, 3인이상시 2인만 혜택",,y,y,,10,0,,,n,y,y,y,n,n,n,y,y,y,y,y,y
미하스빌 펜션,,전라남도 여수시 돌산읍 계동해안길 97,"97, Gyedonghaean-gil Dolsan-eup, Yeosu-si, Jeollanam-do",,,http://www.mijasbill.com,n,,6,8,0,0,,"산과 바다, 독립형, 가족, 지중해, 낚시, 휴양, 커플, 바다가보이는팬션, 여수팬션, 단체",n,14:00,11:00,07월 13일,08월 18일,,n,n,,,,,,y,n,,18,0,,,n,y,n,y,n,n,y,y,n,n,n,n,n
비렁길굴등펜션,,전라남도 여수시 남면 금오서부로 435-248,"435-248, Geumoseobu-ro Nam-myeon, Yeosu-si, Jeollanam-do",376929.841,213684.1812,www.금오도비렁길굴등펜션.kr,n,,1,4,0,0,,"여수펜션,비렁길,금오도,안도,다도해해상,편백나무펜션",n,14:00,11:00,07월 10일,08월 31일,,n,n,,,,,,y,n,,10,0,,,n,y,y,y,n,n,n,n,y,y,n,y,n
우실 바다펜션,,전라남도 여수시 남면 우실해안길 23-2,"23-2, Usilhaean-gil Nam-myeon, Yeosu-si, Jeollanam-do",379055.2395,212622.7394,blog.naver.com/woosil5047,n,,1,5,0,0,,"우실바다펜션,금오도,남면,비렁길,숙박,우학항",n,14:00,11:00,,,,n,n,,,,,,y,n,,10,1,,,n,n,n,y,n,n,n,n,y,y,n,y,n
상록수 민박,,전라남도 여수시 돌산읍 우두1길 23,"23, Udu 1-gil Dolsan-eup, Yeosu-si, Jeollanam-do",376576.6999,236596.3336,blog.naver.com/iris0445,n,,1,2,0,0,,,n,14:00,10:00,07월 15일,08월 24일,,n,n,10%,2017-06-01,2018-05-31,예약시 적용됨,,y,n,,7,1,,,n,n,y,y,n,n,n,y,y,y,y,y,n
 e러케조은 민박,,전라남도 여수시 돌산읍 방죽포길 79,"79, Bangjukpo-gil Dolsan-eup, Yeosu-si, Jeollanam-do",,,egood.namdominbak.go.kr/,n,,1,6,0,0,,남도민박 여수민박 방죽포,n,13:00,11:00,07월 10일,08월 30일,,n,n,,,,,,y,n,,15,3,,,n,n,n,y,n,n,n,n,y,y,y,y,n
향일암펜션 예술인의 집,,전라남도 여수시 돌산읍 향일암로 74-6,"74-6, Hyangiram-ro Dolsan-eup, Yeosu-si, Jeollanam-do",382205.1748,221905.0203,,n,,2,5,0,0,,"돌산도,향일암펜션,민박,향일암,숙박",n,14:00,11:00,07월 13일,08월 25일,,n,n,,,,,,y,n,,9,0,,,n,n,n,y,n,n,n,n,y,y,y,y,n
여수 스머프 흙집,,전라남도 여수시 돌산읍 진모1길 29-36,"29-36, Jinmo 1-gil Dolsan-eup, Yeosu-si, Jeollanam-do",377969.9407,234449.7988,www.yeosusmurf.com,n,,8,8,0,0,,"여수펜션,여수펜션추천,여수가족펜션,여수숙박,여수커플펜션,돌산도펜션,여수흙집펜션등",n,15:00,11:00,07월 20일,08월 11일,,n,n,,,,,,y,n,,10,1,,,n,y,n,y,n,n,n,y,n,y,y,y,n
폴링인블루펜션,,전라남도 여수시 돌산읍 평사리,,,,www.fallinginblue.co.kr,n,,2,9,0,0,,"스파 및 수영장 구비 펜션, 여수엑스포 인근펜션, 바닷가펜션, 향일암 금오도 관광,",n,15:00,11:00,07월 01일,08월 30일,,n,n,,,,,,y,n,,12,0,,,n,y,y,y,n,n,n,n,y,y,y,y,n
폴링인블루펜션,,전라남도 여수시 돌산읍 월암길 125,"125, Woram-gil Dolsan-eup, Yeosu-si, Jeollanam-do",379576.3709,230010.4788,www.fallinginblue.co.kr,n,,2,9,0,0,,"폴링인블루펜션, 스파 및 수영장, 돌산읍",n,15:00,11:00,07월 01일,08월 30일,,n,n,,,,,,y,n,,12,0,,,n,y,y,y,n,n,n,n,n,n,y,n,n
엑스포로 펜션,,전라남도 여수시 덕충2길 47,"47, Deokchung 2-gil, Yeosu-si, Jeollanam-do",376307.3575,239719.6041,www.exporo.net,n,,1,2,0,0,,"민박,펜션,오동도,엑스포",n,13:00,12:00,07월 10일,08월 30일,,n,n,,,,,,y,n,,6,2,,,n,n,n,y,n,n,y,n,y,y,y,y,n
폴링인블루펜션,,전라남도 여수시 돌산읍 평사리,,,,www.fallinginblue.co.kr,n,,2,9,0,0,,,n,0:00,23:59,,,,n,n,,,,,,n,n,,,,,,n,n,n,n,n,n,n,n,y,y,y,y,n
경기민박,,전라남도 여수시 삼산면 서도리,,,,,n,,1,3,0,0,,,n,14:00,12:00,06월 01일,08월 01일,,n,n,,,,,,y,n,,3,0,,,n,n,n,y,n,n,n,n,y,y,y,y,n
무지개펜션,,전라남도 여수시 화양면 옥천로 1063-3,"1063-3, Okcheon-ro Hwayang-myeon, Yeosu-si, Jeollanam-do",,,http://www.ys-moojigae.com,n,,5,5,0,0,,,n,14:00,12:00,06월 01일,08월 17일,,n,n,,,,,,y,n,,0,0,,,n,y,n,y,n,n,n,n,y,y,y,y,n
거문도관광호텔,,전라남도 여수시 삼산면 덕촌리,,,,,n,,0,0,0,0,,,n,0:00,23:59,,,,n,n,,,,,,n,n,,,,,,n,n,n,n,n,n,n,n,y,y,y,y,n
에스모텔(S),,전라남도 여수시 무선6길 43-4,"43-4, Museon 6-gil, Yeosu-si, Jeollanam-do",,,blog.naver.com/yeosusmotel,n,,1,40,0,0,,"S모텔, 에스모텔, 무선S모텔, 여수S모텔",n,14:00,12:00,07월 13일,08월 18일,,n,n,,,,,,y,n,,40,1,,,n,y,n,y,n,n,n,y,y,n,n,n,n
별장민박,,전라남도 여수시 돌산읍 향일암로 757,"757, Hyangiram-ro Dolsan-eup, Yeosu-si, Jeollanam-do",381009.6317,225528.6732,,n,,1,3,0,0,,"돌산,방죽포,민박",n,14:00,12:00,07월 10일,08월 30일,,n,n,,,,,,y,n,,10,0,,,n,n,n,y,n,n,y,n,y,y,y,y,n
미래산장 민박,,전라남도 여수시 돌산읍 향일암로 804-1,"804-1, Hyangiram-ro Dolsan-eup, Yeosu-si, Jeollanam-do",381149.0304,225918.4733,,n,,1,6,0,0,,"미래산장민박,별장민박",n,12:00,11:00,,,,n,n,,,,,,y,n,,6,0,방죽포해수욕장 주차장,,n,n,y,y,n,n,y,n,y,y,y,y,y
마전민박,,전라남도 여수시 소라면 대포리,,,,,n,,1,2,0,0,,"민박,여수,엑스포",n,8:00,11:00,07월 10일,08월 30일,,n,n,,,,,,y,n,,3,0,,,n,n,n,n,n,n,n,n,y,y,y,y,n
여산가든민박,,전라남도 여수시 돌산읍 두문포길 30-2,"30-2, Dumunpo-gil Dolsan-eup, Yeosu-si, Jeollanam-do",380909.6141,226917.9599,,n,,1,6,0,0,,"민박,엑스포,여수",n,14:00,12:00,07월 12일,08월 31일,,n,n,,,,,,y,n,,10,0,,,n,n,n,y,n,n,n,n,y,y,y,y,n
여수밤바다,,전라남도 여수시 화정면 화백길 54-1,"54-1, Hwabaek-gil Hwajeong-myeon, Yeosu-si, Jeollanam-do",,,,n,,1,2,0,0,,"여수 밤바다,펜션,민박",n,14:00,11:00,07월 10일,08월 30일,,y,n,,,,,,y,n,,3,0,,,n,y,n,y,n,n,n,n,y,y,y,y,n
호텔프로방스,,전라남도 여수시 오동도로 61-14,"61-14, Odongdo-ro, Yeosu-si, Jeollanam-do",,, http://provence061.net,n,,1,39,0,0,,"프로방스, 모텔, 오동도, 박람회",n,17:00,11:00,07월 20일,08월 24일,,n,n,,,,,y,y,y,,0,0,,,n,y,y,y,n,n,n,y,y,y,y,y,n
남도민박,,전라남도 여수시 화정면 백야해안길 129,"129, Baegyahaean-gil Hwajeong-myeon, Yeosu-si, Jeollanam-do",,,,n,,1,2,0,0,,"여수,화정면 백야리,남도민박",n,14:00,11:00,07월 10일,08월 30일,,n,n,,,,,,y,n,,4,0,,,n,n,n,y,n,n,n,n,y,y,y,y,n
폴링인블루펜션,,전라남도 여수시 돌산읍 평사리,,,,www.fallinginblue.co.kr,n,,2,9,0,0,,"스파 및 수영장 구비 펜션, 여수엑스포 인근 펜션, 바닷가펜션, 향일암 금오도 관광,",n,11:00,15:00,07월 01일,08월 30일,,n,n,,,,,,n,n,,12,0,,,n,y,y,y,n,n,n,n,y,y,y,y,n
폴링인블루펜션,,전라남도 여수시 돌산읍 평사리,,,,www.fallinginblue.co.kr,n,,2,9,0,0,,"스파 및 수영장 구비 펜션, 역수엑스포 인근펜션, 바닷가펜션, 향일암 금오도 관광,",n,15:00,11:00,07월 01일,08월 30일,,n,n,,,,,,y,n,,12,0,,,n,y,y,y,n,n,n,n,y,y,y,y,n
종점모텔식당,,전라남도 여수시 돌산읍 향일암로 134,"134, Hyangiram-ro, Dolsan-eup, Yeosu-si, Jeollanam-do",,,,n,,0,0,132,16,활어회,"돌산읍,장애인편의시설,휠체어가능,장애인시설",n,7:00,21:00,,,,n,n,,,,,,y,n,,25,5,,휠체어출입가능,n,y,n,y,y,n,n,n,n,y,y,y,n
아꾸회관,,전라남도 여수시 여문문화2길 13,"13, Yeomunmunhwa 2-gil, Yeosu-si, Jeollanam-do",373203.378,239596.3597,,n,,0,0,44,0,"아귀찜,아귀탕",문수동,n,11:30,22:00,,,매월 둘째주 일요일,n,n,10%,2016-05-31,2017-05-31,,,n,n,,0,0,,,n,y,n,y,y,n,n,n,n,y,y,n,n
스위트모텔,,전라남도 여수시 둔덕2길 6-2,"6-2, Dundeok 2-gil, Yeosu-si, Jeollanam-do",372901.659,241032.8536,,n,,1,21,0,0,," 스위트모텔, 모텔, 숙박",n,12:00,12:00,07월 01일,08월 30일,,n,n,,,,,,y,n,,10,0,,,n,y,y,y,n,n,n,n,y,y,y,y,n
월암민박,,전라남도 여수시 돌산읍 월암길 64,"64, Woram-gil Dolsan-eup, Yeosu-si, Jeollanam-do",379711.6754,229938.1228,,n,,1,3,0,0,,"민박, 엑스포, 여수민박",n,,,,,,n,n,,,,,,y,n,,1,0,,,n,n,n,y,n,n,y,y,y,y,y,y,n
블랭크 펜션,,전라남도 여수시 망양로 351,"351, Mangyang-ro, Yeosu-si, Jeollanam-do",376839.0172,242472.4952,www.blankpension.com,n,,1,9,0,0,,펜션,n,15:00,12:00,06월 01일,08월 01일,,n,n,,,,,,y,n,,0,0,,,n,y,y,y,n,n,n,n,y,y,y,y,n
자연담은 민박,,전라남도 여수시 돌산읍 돌산로 3086,"3086, Dolsan-ro Dolsan-eup, Yeosu-si, Jeollanam-do",378486.6367,233391.8869,자연담은.kr,n,,1,6,0,0,,여수숙박.여수펜션.여수민박,n,13:00,11:00,07월 10일,08월 20일,,n,n,,,,,,y,n,,15,0,,,n,y,n,y,n,n,n,n,y,y,y,y,n
공항민박,,전라남도 여수시 소라면 대포리,,,,,n,,1,2,0,0,,"민박,엑스포,여수",n,14:00,11:00,07월 10일,08월 30일,,n,n,,,,,,y,n,,3,0,,,n,n,n,y,n,n,n,n,y,y,y,y,n
들녘펜션,,전라남도 여수시 화양면 나진리,,,,,n,,1,1,0,0,,"민박,엑스포",n,14:00,12:00,05월 12일,08월 30일,,n,n,,,,,,y,n,,4,3,,,n,n,n,y,n,n,y,y,y,y,y,y,n
숲속의집,,전라남도 여수시 소라면 서부로 192-85,"192-85, Seobu-ro Sora-myeon, Yeosu-si, Jeollanam-do",,,,n,,1,2,0,0,,"민박,엑스포",n,14:00,11:00,06월 01일,08월 01일,,n,n,,,,,,y,n,,10,0,,,n,n,n,y,n,n,n,n,y,y,y,y,n
여수엑스포캠핑빌리지,,전라남도 여수시 돌산읍 평사리,,,,www.expocampvil.com,n,,400,400,0,0,,"여수엑스포캠핑빌리지,텐트촌,돔하우스,캠핑장,돌산관광버스주차장,오토캠핑장",n,11:00,10:00,07월 10일,08월 30일,,n,n,,,,,,y,n,,300,10,,,n,y,y,y,n,n,n,y,y,y,y,y,n
돌비펜션,,전라남도 여수시 돌산읍 돌산로 607,"607, Dolsan-ro Dolsan-eup, Yeosu-si, Jeollanam-do",378709.6053,221805.1716,,n,,1,3,0,0,,,n,14:00,12:00,07월 20일,08월 15일,,n,n,10%,2017-06-01,2018-05-31,,,y,n,,10,0,,,n,y,n,y,n,n,n,n,y,y,y,y,n
여수 디오션워터파크,,전라남도 여수시 소호로 295,,,,www.theoceanresort.co.kr/,n,,0,0,0,0,,"여수 디오션워터파크, 해양, 체험, 리조트",n,9:00,20:00,,,,n,n,,,,,,y,n,,200,50,,,n,n,n,n,n,n,n,y,y,y,y,y,n
패밀리모텔,,전라남도 여수시 삼산면 삼호교길 16,"16, Samhogyo-gil Samsan-myeon, Yeosu-si, Jeollanam-do",336501.4084,158953.5793,,n,,1,13,0,0,,"거문도, 숙박, 패밀리모텔",n,10:00,10:00,07월 15일,08월 15일,,n,n,,,,,,y,n,,5,1,,,n,y,y,y,n,n,n,n,y,y,y,y,n
휘가로 모텔,,전라남도 여수시 봉산남5길 20 (봉산동),,,,,n,,0,32,0,0,,,n,0:00,23:59,,,,n,n,,,,,,n,n,,,,,,n,n,n,n,n,n,n,n,y,y,y,y,n
파크모텔,,전라남도 여수시 학동1길 16-6,"16-6, Hakdong 1-gil, Yeosu-si, Jeollanam-do",369494.3903,240769.999, http://m.blog.naver.com/park-motel,n,,1,28,0,0,,"파크모텔,여천모텔,여수모텔,여천공단 모텔,좋은모텔,여수숙박",n,14:00,11:00,07월 15일,08월 20일,,n,n,,,,,,y,n,,10,2,,,n,y,y,y,n,n,n,y,y,y,y,y,y
팔도모텔,,전라남도 여수시 공화북2길 25-1 (공화동),,,,,n,,0,13,0,0,,,n,0:00,23:59,,,,n,n,,,,,,n,n,,,,,,n,n,n,n,n,n,n,n,y,y,y,y,n
코리아 모텔,,전라남도 여수시 율촌면 청대길 7,,,,,n,,0,40,0,0,,,n,,,,,,n,n,10%,2017-06-01,2018-05-31,,,n,n,,0,0,,,n,n,n,n,n,n,n,n,y,y,y,y,n
크로바 모텔,,전라남도 여수시 돌산읍 강남5길 33,,,,,n,,0,19,0,0,,,n,0:00,23:59,,,,n,n,,,,,,n,n,,,,,,n,n,n,n,n,n,n,n,y,y,y,y,n
크리스탈모텔,,전라남도 여수시 여문1로 43-17,"43-17, Yeomun 1-ro, Yeosu-si, Jeollanam-do",373109.5866,239354.0698,,n,,0,32,0,0,,,n,,,,,,n,n,,,,,y,n,n,,0,0,,,n,n,n,n,n,n,n,n,y,y,y,y,n
킹덤 모텔,,전라남도 여수시 봉산남7길 5-2 (봉산동),,,,,n,,0,20,0,0,,,n,0:00,23:59,,,,n,n,,,,,,n,n,,,,,,n,n,n,n,n,n,n,n,y,y,y,y,n
종점모텔,,전라남도 여수시 돌산읍 향일암로 134,"134, Hyangiram-ro Dolsan-eup, Yeosu-si, Jeollanam-do",381821.1775,222310.9054,,n,,0,0,0,0,,,n,,,,,,n,n,,,,,,n,n,,0,0,,,n,n,n,n,n,n,n,n,y,y,y,y,n
천지모텔,,전라남도 여수시 봉산남8길 17-22 (봉산동),,,,,n,,0,23,0,0,,,n,0:00,23:59,,,,n,n,,,,,,n,n,,,,,,n,n,n,n,n,n,n,n,y,y,y,y,n
오성모텔,,전라남도 여수시 이순신광장로 203,"203, Isunsingwangjang-ro, Yeosu-si, Jeollanam-do",,,,n,,0,19,0,0,,,n,,,,,,n,n,10%,2017-06-01,2018-05-31,,,n,n,,0,0,,,n,n,n,n,n,n,n,n,y,y,y,y,n
브린츠호텔,,전라남도 여수시 여서1로 65,"65, Yeoseo 1-ro, Yeosu-si, Jeollanam-do",373173.0854,239487.4624,,n,,0,0,0,0,,,n,,,,,,n,n,40%,2017-06-01,2018-05-31,"정상가에서 40%할인 연휴기간,휴가철(극성수기)제외 / 7/28 ~ 8/15 (휴가철) 9/30 ~ 10/8 (연휴)",,n,n,,0,0,,,n,n,n,n,n,n,n,n,y,y,y,y,n
에쿠스모텔,,전라남도 여수시 봉산남7길 8 (봉산동),,,,,n,,0,23,0,0,,,n,0:00,23:59,,,,n,n,,,,,,n,n,,,,,,n,n,n,n,n,n,n,n,y,y,y,y,n
썬모텔,,전라남도 여수시 충무4길 5 (충무동),,,,,n,,0,19,0,0,,,n,0:00,23:59,,,,n,n,,,,,,n,n,,,,,,n,n,n,n,n,n,n,n,y,y,y,y,n
리츠모텔,,전라남도 여수시 거북선공원1길 8,"8, Geobukseongongwon 1-gil, Yeosu-si, Jeollanam-do",369532.193,240385.4094,,n,,1,24,0,0,," 여수 모텔, 학동 모텔, 리츠 모텔, 여수 리츠 모텔",n,14:00,11:00,07월 20일,08월 11일,,n,n,,,,,,y,n,,24,1,,,n,y,n,y,n,n,n,y,n,y,y,y,n
서울모텔,,전라남도 여수시 무선6길 42-4 (선원동),,,,,n,,0,35,0,0,,,n,0:00,23:59,,,,n,n,,,,,,n,n,,,,,,n,n,n,n,n,n,n,n,y,y,y,y,n
백운모텔,,전라남도 여수시 공화남2길 8-1 (공화동),,,,,n,,0,19,0,0,,,n,0:00,23:59,,,,n,n,,,,,,n,n,,,,,,n,n,n,n,n,n,n,n,y,y,y,y,n
